# ----------------------------------------
# 1 Master View
# Webanalytics_Analyse
# 20100101-20181217
# ----------------------------------------

Default Channel Grouping (Standard-Channelgruppierung),Alter,Land,Absprungrate,Nutzer,Seiten/Sitzung,Durchschnittl. Sitzungsdauer,Eindeutige Ereignisse,Hinzufügungen des Produkts zum Einkaufswagen,Purchase Completed (Abschlüsse für Zielvorhaben 1),E-Commerce-Conversion-Rate,Durchschn. Preis,Durchschn. Bestellwert,Gesamtwert,Umsatz
Affiliates,55-64,United States,"46,75 %",224,"4,15",00:02:36,173,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Mexico,"46,75 %",166,"4,15",00:04:07,130,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,55-64,Canada,"46,75 %",390,"5,32",00:03:02,267,36,7,"1,52 %","28,54 $","146,80 $","1.027,60 $","1.027,60 $"
Organic Search,35-44,Philippines,"46,69 %",555,"6,36",00:03:35,692,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Colombia,"46,65 %",591,"4,54",00:03:40,714,87,7,"0,81 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Thailand,"46,57 %",664,"5,14",00:02:11,628,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Canada,"46,54 %",1.096,"5,10",00:02:32,1.111,188,14,"1,10 %","9,08 $","57,32 $","802,55 $","802,55 $"
Direct,25-34,Greece,"46,53 %",159,"3,93",00:02:24,79,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,France,"46,50 %",1.176,"4,80",00:03:41,721,296,7,"0,49 %","5,19 $","31,88 $","223,18 $","223,18 $"
Organic Search,45-54,Taiwan,"46,48 %",411,"6,14",00:02:49,483,195,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Paid Search,25-34,United States,"46,48 %",16.684,"5,49",00:02:25,19.310,4.328,483,"2,18 %","6,52 $","121,90 $","58.875,62 $","58.875,62 $"
Organic Search,25-34,Taiwan,"46,37 %",3.708,"5,12",00:03:09,2.943,310,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Macedonia (FYROM),"46,30 %",94,"2,74",00:01:02,36,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Taiwan,"46,30 %",94,"2,27",00:00:46,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Norway,"46,30 %",72,"3,81",00:06:25,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Pakistan,"46,30 %",79,"2,94",00:01:01,43,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Thailand,"46,26 %",224,"8,24",00:02:49,195,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Hong Kong,"46,10 %",1.847,"5,71",00:02:50,1.688,159,7,"0,29 %","18,02 $","56,64 $","396,51 $","396,51 $"
Organic Search,35-44,Singapore,"45,99 %",1.356,"4,87",00:02:53,1.616,397,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Czechia,"45,95 %",303,"3,27",00:01:09,115,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Romania,"45,93 %",700,"5,48",00:01:50,591,188,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,United Kingdom,"45,88 %",476,"2,90",00:01:25,252,65,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,45-54,United States,"45,83 %",591,"4,80",00:02:30,988,159,7,"0,82 %","9,06 $","9,06 $","63,40 $","63,40 $"
Organic Search,45-54,Hong Kong,"45,77 %",368,"4,91",00:03:13,368,79,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Lebanon,"45,74 %",79,"5,45",00:02:04,79,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Malaysia,"45,74 %",94,"2,22",00:01:18,7,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,65+,Japan,"45,74 %",72,"2,22",00:01:34,22,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Portugal,"45,74 %",87,"3,46",00:00:50,36,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Oman,"45,74 %",87,"2,00",00:02:12,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Bahrain,"45,74 %",87,"2,15",00:00:49,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Argentina,"45,73 %",1.385,"4,15",00:02:36,1.154,209,7,"0,40 %","6,69 $","13,39 $","93,70 $","93,70 $"
Affiliates,18-24,United Kingdom,"45,66 %",137,"3,13",00:01:24,36,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Spain,"45,66 %",151,"3,38",00:02:35,79,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,65+,Canada,"45,66 %",166,"3,63",00:02:01,43,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,China,"45,66 %",166,"2,09",00:02:23,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,45-54,Germany,"45,66 %",166,"3,92",00:01:39,108,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,New Zealand,"45,57 %",79,"4,84",00:02:13,50,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,United Arab Emirates,"45,57 %",79,"4,11",00:01:05,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,65+,Netherlands,"45,57 %",79,"2,92",00:01:10,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Bangladesh,"45,54 %",671,"2,54",00:01:05,180,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Vietnam,"45,29 %",368,"4,97",00:02:54,231,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Argentina,"45,28 %",137,"4,40",00:04:05,50,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Bangladesh,"45,28 %",159,"3,77",00:01:38,72,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Argentina,"45,28 %",144,"4,40",00:04:33,115,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Italy,"45,26 %",577,"2,81",00:02:28,130,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,65+,United States,"45,17 %",2.496,"5,37",00:02:50,2.171,671,79,"2,59 %","36,09 $","219,24 $","17.320,35 $","17.320,35 $"
Direct,25-34,China,"45,16 %",440,"3,34",00:03:00,252,36,7,"1,33 %","122,63 $","122,63 $","858,38 $","858,38 $"
Referral,45-54,Spain,"45,14 %",137,"1,81",00:00:43,43,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,Albania,"45,14 %",137,"1,75",00:00:37,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Ireland,"44,98 %",252,"4,64",00:02:37,245,58,7,"2,42 %","41,39 $","254,28 $","1.779,95 $","1.779,95 $"
Referral,18-24,Poland,"44,98 %",180,"4,35",00:04:12,144,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Generic Paid Search,18-24,United States,"44,87 %",1.068,"5,82",00:01:52,1.760,137,7,"0,59 %","16,35 $","90,78 $","635,49 $","635,49 $"
Organic Search,35-44,South Korea,"44,78 %",591,"4,57",00:03:01,498,94,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Other Paid Search,35-44,United States,"44,71 %",664,"5,21",00:01:53,1.356,115,7,"0,51 %","18,29 $","26,64 $","186,46 $","186,46 $"
Direct,35-44,Colombia,"44,62 %",108,"10,32",00:04:40,137,29,7,"5,38 %","6,94 $","33,90 $","237,32 $","237,32 $"
Direct,35-44,Czechia,"44,62 %",94,"3,66",00:01:51,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Colombia,"44,62 %",173,"2,33",00:01:44,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Israel,"44,62 %",180,"3,22",00:00:39,79,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,65+,China,"44,62 %",115,"3,83",00:04:45,79,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Indonesia,"44,62 %",115,"4,94",00:01:38,87,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Taiwan,"44,54 %",822,"4,92",00:03:20,649,123,14,"1,06 %","17,76 $","63,44 $","888,17 $","888,17 $"
Direct,35-44,South Korea,"44,49 %",361,"5,89",00:03:41,339,65,14,"3,08 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Spain,"44,32 %",858,"3,31",00:03:12,491,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Sweden,"44,19 %",202,"5,00",00:07:11,245,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Israel,"44,15 %",692,"4,38",00:03:01,620,115,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,65+,Canada,"44,14 %",534,"4,78",00:02:04,447,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,France,"44,08 %",209,"3,53",00:02:21,137,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Malaysia,"44,07 %",692,"3,94",00:02:20,505,79,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,United Kingdom,"43,91 %",1.399,"4,35",00:02:22,1.233,202,29,"1,24 %","165,30 $","270,50 $","5.950,94 $","5.950,94 $"
Direct,35-44,Romania,"43,89 %",180,"3,24",00:02:42,58,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,(not set),"43,77 %",260,"5,03",00:04:42,252,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Venezuela,"43,72 %",339,"6,82",00:03:33,325,22,7,"1,52 %","27,10 $","126,84 $","887,88 $","887,88 $"
Social,35-44,Belgium,"43,72 %",216,"4,62",00:03:37,87,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Saudi Arabia,"43,67 %",440,"6,93",00:04:11,411,209,7,"1,21 %","19,87 $","110,90 $","776,29 $","776,29 $"
Referral,25-34,Australia,"43,52 %",721,"4,74",00:03:31,772,260,14,"1,41 %","11,49 $","24,59 $","344,29 $","344,29 $"
Affiliates,25-34,Sweden,"43,48 %",79,"3,26",00:03:20,87,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,South Africa,"43,48 %",115,"1,95",00:00:35,58,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Australia,"43,37 %",144,"4,26",00:03:21,58,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Italy,"43,26 %",476,"5,13",00:02:14,404,58,14,"2,62 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Poland,"43,26 %",426,"4,24",00:03:00,289,123,7,"1,31 %","11,28 $","140,18 $","981,29 $","981,29 $"
Affiliates,25-34,United States,"43,17 %",2.301,"3,84",00:02:59,1.565,166,14,"0,48 %","14,42 $","14,42 $","201,90 $","201,90 $"
Social,25-34,Canada,"43,14 %",1.060,"3,80",00:02:45,1.010,108,7,"0,49 %","205,06 $","205,06 $","1.435,44 $","1.435,44 $"
Direct,35-44,Spain,"43,13 %",757,"3,47",00:02:27,303,50,7,"0,84 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Czechia,"43,05 %",144,"4,54",00:02:07,101,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Colombia,"43,05 %",87,"3,11",00:03:39,72,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Israel,"42,86 %",188,"4,12",00:02:14,101,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Nigeria,"42,57 %",87,"2,00",00:01:23,29,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Dominican Republic,"42,57 %",79,"5,07",00:07:00,72,43,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,35-44,Mongolia,"42,57 %",101,"1,86",00:00:36,7,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,United Kingdom,"42,52 %",534,"4,88",00:02:58,426,87,29,"4,62 %","11,78 $","137,69 $","3.992,90 $","3.992,90 $"
Referral,25-34,Russia,"42,50 %",729,"3,97",00:04:36,397,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Generic Paid Search,25-34,United States,"42,48 %",1.551,"8,82",00:03:27,3.542,426,7,"1,09 %","24,56 $","38,36 $","843,95 $","843,95 $"
Affiliates,35-44,Russia,"42,34 %",108,"3,37",00:02:02,87,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Austria,"42,34 %",123,"1,84",00:01:11,0,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Slovenia,"42,34 %",123,"4,11",00:00:53,108,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,Kuwait,"42,34 %",123,"2,21",00:01:42,29,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Sri Lanka,"42,32 %",584,"3,90",00:02:35,426,79,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Netherlands,"42,15 %",281,"4,28",00:01:55,224,65,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Philippines,"42,15 %",224,"3,60",00:02:43,231,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Thailand,"42,15 %",462,"8,77",00:04:00,527,50,14,"2,55 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Hong Kong,"42,07 %",426,"8,54",00:04:20,830,274,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Indonesia,"42,02 %",180,"3,80",00:01:31,137,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Singapore,"41,97 %",216,"5,40",00:03:36,180,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Malaysia,"41,97 %",202,"3,40",00:02:53,79,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Hungary,"41,96 %",188,"5,05",00:02:44,195,22,14,"6,25 %","76,77 $","76,77 $","1.074,78 $","1.074,78 $"
Direct,35-44,Thailand,"41,96 %",202,"4,73",00:02:17,65,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,New Zealand,"41,83 %",325,"6,17",00:02:28,317,65,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Poland,"41,63 %",188,"2,66",00:00:59,50,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Hong Kong,"41,63 %",144,"8,63",00:03:33,180,65,7,"3,35 %","5,95 $","343,19 $","2.402,31 $","2.402,31 $"
Referral,35-44,Netherlands,"41,62 %",296,"5,44",00:03:16,252,137,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,25-34,South Africa,"41,62 %",317,"2,46",00:01:32,79,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Australia,"41,60 %",851,"4,00",00:02:17,635,151,7,"0,71 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Belgium,"41,57 %",397,"4,52",00:01:51,310,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Sweden,"41,55 %",195,"6,24",00:05:47,231,79,7,"2,36 %","122,63 $","122,63 $","858,38 $","858,38 $"
Direct,25-34,Switzerland,"41,45 %",577,"4,71",00:02:43,786,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Poland,"41,39 %",289,"4,73",00:03:58,267,72,7,"1,67 %","7,48 $","83,67 $","585,72 $","585,72 $"
Referral,25-34,China,"41,39 %",310,"6,97",00:04:18,332,43,7,"1,67 %","33,70 $","33,66 $","235,59 $","235,59 $"
Affiliates,35-44,Singapore,"41,38 %",72,"5,06",00:07:35,72,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Canada,"41,32 %",902,"5,79",00:04:00,692,159,22,"1,88 %","173,12 $","228,20 $","5.020,43 $","5.020,43 $"
Direct,35-44,Hong Kong,"41,09 %",252,"4,64",00:03:59,224,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,India,"41,02 %",1.731,"4,77",00:02:58,1.356,332,7,"0,33 %","12,56 $","112,21 $","785,45 $","785,45 $"
Organic Search,25-34,Egypt,"40,93 %",252,"5,90",00:03:27,281,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Germany,"40,88 %",411,"5,55",00:03:37,418,209,22,"4,01 %","10,03 $","457,27 $","10.059,84 $","10.059,84 $"
Direct,35-44,Taiwan,"40,70 %",1.039,"4,91",00:03:41,1.082,195,7,"0,49 %","81,41 $","162,81 $","1.139,70 $","1.139,70 $"
Organic Search,18-24,Bosnia & Herzegovina,"40,65 %",115,"7,57",00:03:05,94,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,18-24,Sri Lanka,"40,65 %",115,"3,17",00:01:55,58,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Brazil,"40,65 %",1.089,"5,70",00:03:44,1.096,202,29,"1,01 %","136,72 $","214,85 $","3.007,93 $","3.007,93 $"
Direct,35-44,Singapore,"40,53 %",440,"5,99",00:04:16,454,87,7,"1,23 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Italy,"40,51 %",166,"3,77",00:02:38,108,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,United Arab Emirates,"40,28 %",72,"4,90",00:06:42,29,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Germany,"40,28 %",216,"3,64",00:01:41,123,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,Latvia,"40,28 %",108,"5,91",00:03:19,123,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Portugal,"40,28 %",144,"2,20",00:00:23,115,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,45-54,Australia,"40,28 %",151,"5,28",00:03:51,137,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Israel,"40,27 %",252,"3,93",00:02:47,252,50,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,45-54,Canada,"40,27 %",303,"8,87",00:02:56,447,252,7,"1,87 %","3,56 $","990,28 $","6.931,95 $","6.931,95 $"
Organic Search,45-54,Czechia,"40,00 %",166,"3,49",00:01:45,137,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,25-34,Taiwan,"39,85 %",2.431,"5,41",00:03:35,2.106,346,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Bulgaria,"39,81 %",94,"2,81",00:01:49,22,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Belgium,"39,81 %",79,"5,47",00:08:24,43,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Argentina,"39,50 %",202,"6,58",00:03:00,303,137,7,"2,94 %","5,76 $","35,39 $","247,70 $","247,70 $"
Direct,18-24,Colombia,"39,11 %",166,"6,07",00:06:51,123,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Mexico,"39,11 %",166,"3,93",00:03:49,123,36,7,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Affiliates,25-34,Brazil,"38,97 %",332,"2,88",00:02:41,180,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,Hong Kong,"38,85 %",188,"9,06",00:05:30,411,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Mexico,"38,58 %",469,"5,28",00:02:38,541,144,14,"1,10 %","1,65 $","277,93 $","1.945,49 $","1.945,49 $"
Direct,35-44,Peru,"38,46 %",115,"9,60",00:06:29,137,94,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,Sweden,"38,46 %",108,"4,22",00:09:31,22,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,18-24,El Salvador,"38,46 %",115,"6,55",00:01:39,94,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,35-44,Saudi Arabia,"38,46 %",108,"10,10",00:08:19,188,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,Portugal,"38,41 %",115,"2,58",00:01:56,43,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,25-34,Puerto Rico,"38,37 %",144,"8,60",00:06:46,447,151,7,"2,86 %","18,71 $","211,17 $","1.478,21 $","1.478,21 $"
Direct,25-34,Algeria,"38,30 %",72,"2,53",00:00:54,36,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Czechia,"38,30 %",72,"5,52",00:03:30,79,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Mexico,"38,30 %",79,"4,22",00:02:07,50,43,7,"7,45 %","153,54 $","307,08 $","2.149,55 $","2.149,55 $"
Social,65+,Cambodia,"38,30 %",79,"2,30",00:01:04,14,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Japan,"37,95 %",245,"4,88",00:03:23,267,29,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,55-64,United States,"37,89 %",5.345,"6,30",00:03:21,5.771,1.652,231,"3,02 %","23,74 $","119,02 $","24.875,74 $","24.875,74 $"
Direct,18-24,Canada,"37,80 %",1.342,"4,90",00:02:32,1.298,361,22,"1,28 %","142,42 $","278,37 $","6.124,06 $","6.124,06 $"
Social,35-44,United States,"37,72 %",9.637,"4,04",00:02:12,4.595,692,94,"0,92 %","40,48 $","79,98 $","8.077,78 $","8.077,78 $"
Organic Search,35-44,Taiwan,"37,71 %",1.710,"5,52",00:03:19,1.558,209,7,"0,30 %","28,84 $","136,62 $","956,33 $","956,33 $"
Direct,35-44,New Zealand,"37,57 %",130,"3,84",00:01:50,94,0,7,"4,05 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,45-54,Singapore,"37,26 %",469,"4,03",00:02:00,339,36,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,35-44,Canada,"37,23 %",1.976,"5,92",00:03:32,2.236,527,108,"3,88 %","113,82 $","257,05 $","29.560,83 $","29.560,83 $"
Organic Search,25-34,Dominican Republic,"36,92 %",188,"7,95",00:04:18,267,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Canada,"36,80 %",945,"6,99",00:03:11,938,180,7,"0,71 %","14,42 $","28,83 $","201,83 $","201,83 $"
Affiliates,25-34,Czechia,"36,71 %",72,"2,84",00:01:49,7,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Organic Search,55-64,Peru,"36,71 %",79,"2,47",00:02:19,14,0,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Philippines,"36,71 %",79,"3,92",00:02:16,43,14,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,45-54,United States,"36,67 %",12.544,"6,47",00:03:40,15.213,4.869,613,"3,65 %","13,42 $","182,02 $","111.575,46 $","111.575,46 $"
Organic Search,45-54,Argentina,"36,57 %",195,"4,91",00:02:40,188,58,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,55-64,Bangladesh,"36,50 %",137,"3,00",00:01:26,36,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,25-34,New Zealand,"36,48 %",101,"4,04",00:03:58,130,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,18-24,United States,"36,28 %",20.204,"5,91",00:03:19,24.020,5.525,822,"3,05 %","18,80 $","138,34 $","116.761,15 $","116.761,15 $"
Paid Search,25-34,India,"36,28 %",216,"3,75",00:00:56,216,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Singapore,"36,15 %",180,"7,60",00:04:09,267,87,7,"2,69 %","14,69 $","96,97 $","678,77 $","678,77 $"
Referral,35-44,Brazil,"36,14 %",519,"4,85",00:02:41,570,94,14,"2,06 %","183,34 $","471,44 $","6.600,14 $","6.600,14 $"
Referral,25-34,United Kingdom,"36,10 %",2.424,"5,34",00:02:53,2.604,620,29,"0,72 %","10,53 $","70,13 $","1.542,77 $","1.542,77 $"
Direct,18-24,Romania,"35,64 %",274,"3,83",00:01:55,267,87,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,18-24,Argentina,"35,64 %",79,"4,36",00:03:06,50,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Referral,35-44,Poland,"35,51 %",202,"6,57",00:02:13,188,65,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,45-54,United States,"35,45 %",7.350,"3,67",00:02:14,2.813,555,43,"0,63 %","30,90 $","62,16 $","3.107,84 $","3.107,84 $"
Referral,18-24,Taiwan,"35,44 %",390,"5,01",00:04:37,397,72,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Direct,55-64,India,"35,23 %",245,"4,55",00:03:37,188,22,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
Social,55-64,United States,"35,21 %",5.410,"3,51",00:02:14,1.291,159,7,"0,12 %","9,78 $","19,56 $","136,91 $","136,91 $"
Referral,45-54,United Kingdom,"34,84 %",296,"5,31",00:02:00,368,94,7,"1,98 %","5,85 $","362,11 $","2.534,74 $","2.534,74 $"
Organic Search,65+,United States,"34,70 %",5.569,"5,86",00:02:47,6.449,837,72,"1,16 %","10,83 $","40,25 $","2.898,29 $","2.898,29 $"
Organic Search,18-24,Puerto Rico,"34,57 %",166,"3,99",00:01:32,115,7,0,"0,00 %","0,00 $","0,00 $","0,00 $","0,00 $"
