Channel,Alter,Land,Absprungrate,Nutzer,Seiten/Sitzung,Sitzungsdauer,Eindeutige Ereignisse,Einkaufswagen,Purchase_Completed,Conversion_Rate,Preis,Betsellwert,Gesamtwert,Umsatz
1193,Branded Paid Search,18-24,United States,25.47,361,12.6,00:03:58,1197,115,0,0.0,0.0,0.0,0.0,0.0
1194,Direct,25-34,Venezuela,25.22,87,9.47,00:06:55,238,7,7,0.0,0.0,0.0,0.0,0.0
1195,Referral,35-44,Taiwan,24.94,555,7.0,00:04:27,815,151,0,0.0,0.0,0.0,0.0,0.0
1196,Affiliates,35-44,Israel,24.86,130,4.38,00:04:31,108,7,0,0.0,0.0,0.0,0.0,0.0
1197,Direct,25-34,Guatemala,23.67,195,12.4,00:08:16,390,7,0,0.0,0.0,0.0,0.0,0.0
1198,Direct,25-34,Kuwait,23.67,72,2.27,00:00:44,94,7,0,0.0,0.0,0.0,0.0,0.0
1199,Referral,35-44,Switzerland,23.67,224,5.56,00:04:07,180,22,7,2.86,81.41,162.81,1139.7,1139.7
1200,Organic Search,18-24,Cyprus,23.4,94,3.46,00:00:55,29,0,0,0.0,0.0,0.0,0.0,0.0
1201,Direct,18-24,Finland,23.15,173,4.21,00:03:32,144,22,0,0.0,0.0,0.0,0.0,0.0
1202,Direct,35-44,Chile,22.31,115,8.88,00:04:51,202,36,7,5.38,2.71,111.07,777.52,777.52
1203,Organic Search,18-24,Costa Rica,21.17,101,6.0,00:06:08,151,87,0,0.0,0.0,0.0,0.0,0.0
1204,Organic Search,25-34,Guatemala,21.17,108,12.27,00:03:31,180,14,0,0.0,0.0,0.0,0.0,0.0
1205,Branded Paid Search,35-44,United States,21.15,454,16.06,00:04:09,1955,714,14,1.96,7.54,228.39,3197.5,3197.5
1206,Referral,55-64,United States,20.68,2957,8.94,00:04:43,7379,1897,390,7.94,42.08,168.29,64288.46,64288.46
1207,Referral,35-44,Canada,20.67,938,8.09,00:04:32,1854,938,87,5.03,13.82,219.79,17363.41,17363.41
1208,Affiliates,18-24,Canada,20.57,130,8.28,00:07:11,346,101,0,0.0,0.0,0.0,0.0,0.0
1209,Branded Paid Search,45-54,United States,20.5,231,12.45,00:04:12,729,87,0,0.0,0.0,0.0,0.0,0.0
1210,Organic Search,25-34,Panama,20.37,108,8.08,00:05:08,137,7,0,0.0,0.0,0.0,0.0,0.0
1211,Branded Paid Search,65+,United States,17.89,79,13.08,00:07:18,202,36,7,5.69,13.31,48.53,339.74,339.74
1212,Organic Search,65+,Philippines,17.72,79,4.94,00:05:24,79,0,0,0.0,0.0,0.0,0.0,0.0
1213,Social,45-54,Macedonia (FYROM),16.07,216,2.42,00:01:20,65,0,0,0.0,0.0,0.0,0.0,0.0
1214,Referral,45-54,United States,15.93,11346,9.38,00:04:56,29473,10185,1976,10.57,21.94,175.66,357288.6,357288.6
1215,Referral,18-24,United States,15.87,20219,9.57,00:04:38,48603,14297,2416,7.18,24.61,125.23,295418.54,295418.54
1216,Branded Paid Search,25-34,United States,15.3,649,13.75,00:05:18,2222,801,14,2.12,10.68,94.28,2074.17,2074.17
1217,Referral,25-34,United States,14.83,67343,9.73,00:04:52,200500,65893,11649,9.19,19.32,167.65,1959048.63,1959048.63
1218,Referral,35-44,United States,14.82,40531,9.49,00:04:47,118391,40185,7819,10.23,21.22,197.64,1515482.86,1515482.86
1219,Organic Search,35-44,Puerto Rico,12.96,72,5.28,00:05:15,29,0,0,0.0,0.0,0.0,0.0,0.0
