Id,Plattform,Ende,Seiteninteraktionen,„Gefällt mir“-Angaben für Seite,Beitragskommentare,Beitragsinteraktionen,Beitragsreaktionen,Geteilte Beiträge,Fotoaufrufe,Kosten pro Seiteninteraktion (EUR),Kosten pro „Gefällt mir“ für Seite (EUR),Kosten pro Beitragskommentar (EUR),Kosten pro Beitragsinteraktion (EUR),Kosten pro Beitragsreaktion (EUR),Kosten pro geteiltem Beitrag (EUR),Kosten pro Fotoaufruf (EUR),Durchschnittliche Wiedergabedauer,Videowiedergabe in %,Link-Klicks,Individuelle Link-Klicks,Ausgehende Klicks,Individuelle ausgehende Klicks,CTR (Link-Klickrate),Individuelle CTR (Link-Klickrate),Ausgehende CTR (Klickrate),Individuelle ausgehende CTR (Klickrate),Individuelle Klicks (alle),Individuelle CTR (alle),CPC (Kosten pro Link-Klick) (EUR),Kosten pro individuellem Link-Klick (EUR),Kosten pro ausgehendem Klick (EUR),Kosten pro individuellem ausgehendem Klick (EUR),Kosten pro individuellem Klick (alle) (EUR),Geschätzte Steigerung der Werbeerinnerung (Personen),Geschätzte Steigerungsrate der Werbeerinnerung,Ziel,Ergebnisse,Indikator für Ergebnisse,Ergebnisrate,Reichweite,Frequenz,Impressionen,Auslieferung,Ausgegebener Betrag (EUR),Klicks (alle),CPC (alle) (EUR),CTR (alle),Brutto-Impressionen (enthält ungültige Impressionen von nicht Non-Human Traffic),Kosten pro Ergebnis,Kosten pro 1.000 erreichten Personen (EUR),CPM (Kosten pro 1.000 Impressionen) (EUR)
225,Facebook,9/22/2017,1013,21,62,992,26,1,NA,"0,4928726555","23,7752381","8,052903226","0,5033064516","19,20307692","499,28",NA,0:00:00,0,903,840,704,665,"0,5122241761","1,0993901","0,3993419933","0,870350496",1378,"1,803523284","0,5529125138","0,5943809524","0,7092045455","0,7507969925","0,3623222061",0,0,Traffic,903,actions:link_click,"0,5122241761",76406,"2,307279533",176290,completed,"499,28",1753,"0,2848146035","0,9943842532",13667,"0,5529125138","6,534565348","2,832151568"
226,Facebook,8/30/2017,2328,11,8,2317,14,2,NA,"0,3346400562","70,82200462","97,38025635","0,336228766","55,64586077","389,5210254",NA,0:00:00,0,2293,2022,2293,2041,"1,124036138","1,929610261","1,124036138","1,947742108",2427,"2,316104898","0,3397479506","0,3852829134","0,3397479506","0,3816962522","0,3209897202",0,0,Traffic,2293,actions:link_click,"1,124036138",104788,"1,946759171",203997,completed,"779,0420508",2861,"0,2722971167","1,402471605",0,"0,3397479506","7,434458629","3,818889743"
227,Facebook,8/13/2017,3626,60,32,3566,109,7,NA,"0,3647330242","22,04203243","41,32881081","0,370869867","12,13322886","188,9317065",NA,0:00:00,0,3418,2880,3418,2847,"0,6226239464","1,405947941","0,6226239464","1,389838121",4582,"2,23682412","0,3869285974","0,459209009","0,3869285974","0,4645317688","0,288634209",0,0,Traffic,3418,actions:link_click,"0,6226239464",204844,"2,679927164",548967,completed,"1322,521946",5606,"0,2359118705","1,021190709",0,"0,3869285974","6,456239606","2,409110103"
228,Facebook,6/29/2017,283,5,19,278,33,5,NA,"0,777385159",44,"11,57894737","0,7913669065","6,666666667",44,NA,0:00:00,0,221,209,221,213,"0,6098738858","0,9744044011","0,6098738858","0,9930532892",695,"3,2402443","0,9954751131","1,052631579","0,9954751131","1,03286385","0,3165467626",0,0,Traffic,221,actions:link_click,"0,6098738858",21449,"1,689449392",36237,completed,220,851,"0,258519389","2,348428402",0,"0,9954751131","10,25688843","6,071142755"
229,Facebook,6/23/2017,30871,19,108,30852,65,2,NA,"0,008098215153","13,15789474","2,314814815","0,008103202386","3,846153846",125,NA,0:00:04,"6,24",NA,NA,NA,NA,NA,0,NA,NA,2953,"2,46537373",NA,NA,NA,NA,"0,08465966813",8660,"7,229981883",Videoaufrufe,30677,actions:video_view,"18,40616319",119779,"1,391454262",166667,completed,250,3315,"0,0754147813","1,988996022",0,"0,00814942791","2,087177218","1,499997"
230,Nicht kategorisiert,9/22/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,0,completed,0,0,0,0,10,NA,0,0
231,Instagram,6/23/2017,11618,NA,10,11618,392,22,NA,"0,02145894302",NA,"24,931","0,02145894302","0,635994898","11,33227273",NA,0:00:02,"11,9",145,143,145,144,"0,1860262233","0,2065399503","0,1860262233","0,2079842856",144,"0,2079842856","1,71937931","1,743426573","1,71937931","1,731319444","1,731319444",0,0,Traffic,145,actions:link_click,"0,1860262233",69236,"1,125801606",77946,completed,"249,31",146,"1,70760274","0,1873091628",0,"1,71937931","3,600872379","3,198496395"
232,Audience Network,6/26/2017,629,NA,NA,629,NA,NA,NA,"0,1902861685",NA,NA,"0,1902861685",NA,NA,NA,0:00:00,0,629,581,629,585,"1,086468373","1,870332217","1,086468373","1,883208859",581,"1,870332217","0,1902861685","0,2060068847","0,1902861685","0,2045982906","0,2060068847",0,0,Traffic,629,actions:link_click,"1,086468373",31064,"1,863700747",57894,completed,"119,69",627,"0,1908931419","1,083013784",0,"0,1902861685","3,853013134","2,06739904"
233,Audience Network,7/14/2017,1352,NA,NA,1352,NA,NA,NA,"0,08000739645",NA,NA,"0,08000739645",NA,NA,NA,0:00:00,0,1352,1139,1352,1126,"1,450410342","3,651577328","1,450410342","3,609899974",1133,"3,632341626","0,08000739645","0,09496927129","0,08000739645","0,09606571936","0,09547219771",0,0,Traffic,1352,actions:link_click,"1,450410342",31192,"2,98842652",93215,completed,"108,17",1348,"0,08024480712","1,446119187",0,"0,08000739645","3,467876379","1,160435552"
234,Audience Network,6/9/2017,370,NA,NA,370,NA,NA,NA,"0,174931141",NA,NA,"0,174931141",NA,NA,NA,0:00:00,0,370,339,370,338,"0,9035850347","2,001889689","0,9035850347","1,99598441",336,"1,984173851","0,174931141","0,190927794","0,174931141","0,1914926691","0,1926325065",0,0,Traffic,370,actions:link_click,"0,9035850347",16934,"2,418093776",40948,completed,"64,72452217",366,"0,1768429567","0,8938165478",0,"0,174931141","3,822163822","1,580651611"
235,Facebook,6/18/2017,341,1,26,340,148,16,NA,"0,4105571848",140,"5,384615385","0,4117647059","0,9459459459","8,75",NA,0:00:00,0,150,142,150,143,"0,5327082889","0,8909524407","0,5327082889","0,8972267537",476,"2,98657297","0,9333333333","0,985915493","0,9333333333","0,979020979","0,2941176471",1960,"12,29765341",Interaktionen,340,actions:post_engagement,"1,207472122",15938,"1,766721044",28158,completed,140,593,"0,2360876897","2,105973436",0,"0,4117647059","8,784038148","4,97194403"
236,Facebook,6/26/2017,115,1,NA,114,15,4,NA,"0,6983478261","80,31",NA,"0,7044736842","5,354","20,0775",NA,0:00:00,0,95,91,95,89,"0,4673356946","0,7219357398","0,4673356946","0,7060690202",161,"1,277270924","0,8453684211","0,8825274725","0,8453684211","0,9023595506","0,4988198758",0,0,Traffic,95,actions:link_click,"0,4673356946",12605,"1,612693376",20328,completed,"80,31",182,"0,4412637363","0,8953168044",0,"0,8453684211","6,371281238","3,950708383"
237,Facebook,7/14/2017,888,13,7,875,28,1,NA,"0,334268018","22,83307692","42,40428571","0,3392342857","10,60107143","296,83",NA,0:00:00,0,839,736,839,746,"0,5816371804","1,376344086","0,5816371804","1,395044413",1152,"2,1542777","0,3537902265","0,4033016304","0,3537902265","0,3978954424","0,2576649306",0,0,Traffic,839,actions:link_click,"0,5816371804",53475,"2,697484806",144248,completed,"296,83",1388,"0,2138544669","0,9622317121",0,"0,3537902265","5,550818139","2,057775498"
238,Facebook,6/11/2017,476,20,7,456,217,12,177,"0,5588235294","13,3",38,"0,5833333333","1,225806452","22,16666667","1,502824859",0:00:00,0,43,41,43,40,"0,1610004493","0,2451713209","0,1610004493","0,2391915326",593,"3,546014471","6,186046512","6,487804878","6,186046512","6,65","0,4485666105",2030,"12,13897028",Interaktionen,456,actions:post_engagement,"1,707353602",16723,"1,597081863",26708,completed,266,656,"0,4054878049","2,456192901",0,"0,5833333333","15,90623692","9,959562678"
239,Facebook,6/11/2017,756,20,17,736,450,26,174,"0,3512301587","13,2765","15,61941176","0,3607744565","0,5900666667","10,21269231","1,526034483",0:00:00,0,69,59,69,60,"0,203611898","0,2768393393","0,203611898","0,2815315315",824,"3,866366366","3,84826087","4,500508475","3,84826087","4,4255","0,3222451456",2210,"10,36974474",Interaktionen,736,actions:post_engagement,"2,171860246",21312,"1,59009009",33888,completed,"265,53",946,"0,2806871036","2,791548631",0,"0,3607744565","12,45917793","7,835516997"
240,Facebook,6/11/2017,251,20,10,231,184,37,NA,"1,058964143","13,29","26,58","1,150649351","1,444565217","7,183783784",NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,732,"3,03558099",NA,NA,NA,NA,"0,3631147541",0,0,Veranstaltungszu-/absagen,216,actions:rsvp,"0,4438690586",24114,"2,018039313",48663,completed,"265,8",850,"0,3127058824","1,746706944",0,"1,230555556","11,02264245","5,46205536"
241,Facebook,6/9/2017,2083,43,47,2040,351,42,NA,"0,4489800662","21,74942972","19,89841442","0,4584438617","2,664460051","22,26727328",NA,0:00:00,0,1600,1440,1600,1474,"0,7686838211","2,106988177","0,7686838211","2,156736509",2433,"3,559932108","0,5845159236","0,6494621374","0,5845159236","0,6344813282","0,3843918939",0,0,Traffic,1600,actions:link_click,"0,7686838211",68344,"3,045592883",208148,completed,"935,2254778",3317,"0,2819491944","1,593577647",0,"0,5845159236","13,68409045","4,493079337"
242,Audience Network,6/30/2017,2133,NA,NA,2133,NA,NA,NA,"0,1394421003",NA,NA,"0,1394421003",NA,NA,NA,0:00:00,0,2133,2016,2133,2030,"0,7117212108","1,592668668","0,7117212108","1,603728867",2012,"1,589508611","0,1394421003","0,1475347222","0,1394421003","0,1465172414","0,1478280318",0,0,Traffic,2133,actions:link_click,"0,7117212108",126580,"2,367641018",299696,completed,"297,43",2129,"0,1397040864","0,710386525",0,"0,1394421003","2,349739295","0,9924390049"
243,Facebook,6/30/2017,291,7,2,284,46,2,NA,"0,4209278351","17,49857143","61,245","0,4313028169","2,662826087","61,245",NA,0:00:00,0,234,214,234,214,"0,15394433","0,7305250222","0,15394433","0,7305250222",301,"1,027514167","0,5234615385","0,5723831776","0,5234615385","0,5723831776","0,4069435216",0,0,Traffic,234,actions:link_click,"0,15394433",29294,"5,188878269",152003,completed,"122,49",356,"0,3440730337","0,2342059038",0,"0,5234615385","4,181402335","0,8058393584"
244,Audience Network,6/18/2017,6695,NA,NA,6695,NA,NA,NA,"0,1543018695",NA,NA,"0,1543018695",NA,NA,NA,0:00:00,0,6695,6048,6695,6031,"1,245866496","3,093194767","1,245866496","3,084500271",5900,"3,017501509","0,1543018695","0,1708086998","0,1543018695","0,1712901702","0,1750933926",0,0,Traffic,6695,actions:link_click,"1,245866496",195526,"2,748365946",537377,completed,"1033,051017",6650,"0,1553460175","1,237492487",0,"0,1543018695","5,283445765","1,922395295"
245,Audience Network,6/3/2017,895,NA,NA,895,NA,NA,NA,"0,1529892636",NA,NA,"0,1529892636",NA,NA,NA,0:00:00,0,895,846,895,831,"0,8240190031","1,494646832","0,8240190031","1,468146002",842,"1,487579944","0,1529892636","0,1618503439","0,1529892636","0,1647718303","0,1626192292",0,0,Traffic,895,actions:link_click,"0,8240190031",56602,"1,918907459",108614,completed,"136,925391",890,"0,1538487539","0,819415545",0,"0,1529892636","2,419091038","1,260660605"
246,Audience Network,5/28/2017,1484,NA,NA,1484,NA,NA,NA,"0,1490035895",NA,NA,"0,1490035895",NA,NA,NA,0:00:00,0,1484,1331,1484,1316,"1,017693046","3,211407615","1,017693046","3,175215944",1321,"3,187279834","0,1490035895","0,1661317256","0,1490035895","0,1680253243","0,1673893466",0,0,Traffic,1484,actions:link_click,"1,017693046",41446,"3,518312986",145820,completed,"221,1213268",1472,"0,1502182927","1,009463722",0,"0,1490035895","5,335166888","1,516399169"
247,Audience Network,6/2/2017,3144,NA,NA,3144,NA,NA,NA,"0,1468076213",NA,NA,"0,1468076213",NA,NA,NA,0:00:00,0,3144,2820,3144,2950,"1,240589043","2,723453571","1,240589043","2,849002849",2837,"2,739871553","0,1468076213","0,1636748799","0,1468076213","0,1564620886","0,1626940998",0,0,Traffic,3144,actions:link_click,"1,240589043",103545,"2,447515573",253428,completed,"461,5631612",3126,"0,1476529627","1,233486434",0,"0,1468076213","4,457609361","1,821279264"
248,Audience Network,5/1/2017,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0:00:00,0,NA,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,NA,NA,0,0,0,Traffic,NA,NA,NA,0,0,93,completed,0,0,0,0,0,NA,0,0
249,Audience Network,5/6/2017,2993,NA,NA,2993,NA,NA,NA,"0,0982417605",NA,NA,"0,0982417605",NA,NA,NA,0:00:00,0,2993,2677,2993,2696,"1,628010705","3,677197802","1,628010705","3,703296703",2658,"3,651098901","0,0982417605","0,1098384719","0,0982417605","0,1090643877","0,1106236227",0,0,Traffic,2993,actions:link_click,"1,628010705",72800,"2,52532967",183844,completed,"294,0375892",2966,"0,09913607187","1,61332434",0,"0,0982417605","4,038977873","1,599386377"
250,Facebook,6/18/2017,463,5,NA,458,67,10,NA,"0,4879891651","45,18779669",NA,"0,4933165577","3,372223633","22,59389834",NA,0:00:00,0,381,340,381,340,"0,6098048944","1,098688037","0,6098048944","1,098688037",504,"1,628643443","0,5930157045","0,6645264218","0,5930157045","0,6645264218","0,4482916338",0,0,Traffic,381,actions:link_click,"0,6098048944",30946,"2,018968526",62479,completed,"225,9389834",559,"0,404184228","0,8947006194",0,"0,5930157045","7,301072301","3,616238791"
251,Facebook,6/3/2017,523,13,2,510,106,12,NA,"0,5406971492","21,75266223","141,3923045","0,5544796256","2,667779331","23,56538409",NA,0:00:00,0,390,345,390,341,"0,6422290288","0,9547265884","0,6422290288","0,9436572947",521,"1,441775515","0,7250887411","0,8196655335","0,7250887411","0,8292803784","0,5427727621",0,0,Traffic,390,actions:link_click,"0,6422290288",36136,"1,680484835",60726,completed,"282,784609",628,"0,4502939635","1,03415341",0,"0,7250887411","7,825564784","4,65673038"
252,Facebook,5/28/2017,82,1,2,81,10,2,NA,"0,952666746","78,11867317","39,05933658","0,9644280638","7,811867317","39,05933658",NA,0:00:00,0,67,58,67,57,"0,6007890961","0,9764309764","0,6007890961","0,9595959596",88,"1,481481481","1,165950346","1,346873675","1,165950346","1,370503038","0,8877121951",0,0,Traffic,67,actions:link_click,"0,6007890961",5940,"1,877441077",11152,completed,"78,11867317",107,"0,7300810577","0,9594691535",0,"1,165950346","13,15129178","7,004902544"
253,Facebook,6/2/2017,874,24,1,850,147,19,NA,"0,4329140032","15,76528495","378,3668388","0,4451374574","2,573924073","19,91404414",NA,0:00:00,0,683,524,683,534,"0,7398340519","1,295362405","0,7398340519","1,320083061",782,"1,933155345","0,553977802","0,7220741198","0,553977802","0,7085521325","0,4838450623",0,0,Traffic,683,actions:link_click,"0,7398340519",40452,"2,282161574",92318,completed,"378,3668388",1093,"0,346172771","1,183951125",0,"0,553977802","9,353476682","4,098516419"
254,Facebook,4/25/2017,3042,17,93,3025,120,7,NA,"0,2629848784","47,05882353","8,602150538","0,2644628099","6,666666667","114,2857143",NA,0:00:00,0,2805,2541,2805,2507,"1,890773296","2,806618362","1,890773296","2,76906424",5547,"6,12684457","0,2852049911","0,3148366785","0,2852049911","0,3191065018","0,144222102",9740,"10,75815145",Interaktionen,3025,actions:post_engagement,"2,039069241",90536,"1,638596801",148352,completed,800,6817,"0,1173536746","4,595152071",0,"0,2644628099","8,836264028","5,39257981"
255,Facebook,5/1/2017,3932,45,54,3887,277,24,NA,"0,1017293998","8,888888889","7,407407407","0,1029071263","1,444043321","16,66666667",NA,0:00:00,0,3532,2733,3532,2641,"2,120506232","2,399557491","2,120506232","2,318782047",3636,"3,192386036","0,1132502831","0,1463593121","0,1132502831","0,1514577811","0,1100110011",0,0,Traffic,3532,actions:link_click,"2,120506232",113896,"1,462421859",166564,completed,400,5396,"0,07412898443","3,239595591",0,"0,1132502831","3,511975838","2,401479311"
256,Facebook,5/6/2017,338,9,3,329,86,16,NA,"0,3708059492","13,92582343","41,77747028","0,380949577","1,457353614","7,833275677",NA,0:00:00,0,224,196,224,196,"0,4387597203","0,8869982351","0,4387597203","0,8869982351",361,"1,633705933","0,5595196912","0,6394510757","0,5595196912","0,6394510757","0,3471811935",0,0,Traffic,224,actions:link_click,"0,4387597203",22097,"2,310404127",51053,completed,"125,3324108",482,"0,2600257486","0,9441168981",0,"0,5595196912","5,671919755","2,454947032"
257,Audience Network,5/5/2017,1398,NA,NA,1398,NA,NA,NA,"0,1148851592",NA,NA,"0,1148851592",NA,NA,NA,0:00:00,0,1398,1207,1398,1164,"1,987800196","4,715949051","1,987800196","4,547940924",1199,"4,684691725","0,1148851592","0,1330649979","0,1148851592","0,1379806293","0,1339528378",0,0,Traffic,1398,actions:link_click,"1,987800196",25594,"2,747870595",70329,completed,"160,6094525",1390,"0,1155463687","1,976425088",0,"0,1148851592","6,275277506","2,283687419"
258,Facebook,5/5/2017,153,8,NA,145,15,1,NA,"0,5177159967","9,901318438",NA,"0,5462796379","5,280703167","79,2105475",NA,0:00:00,0,129,120,129,118,"0,8442408377","1,341231698","0,8442408377","1,318877836",167,"1,866547446","0,6140352519","0,6600878958","0,6140352519","0,6712758263","0,4743146557",0,0,Traffic,129,actions:link_click,"0,8442408377",8947,"1,707835029",15280,completed,"79,2105475",187,"0,4235858155","1,22382199",0,"0,6140352519","8,853308092","5,183936355"
259,Audience Network,4/30/2017,4,NA,NA,4,NA,NA,NA,"0,03996933129",NA,NA,"0,03996933129",NA,NA,NA,0:00:00,0,4,4,4,4,"0,4767580453","0,7366482505","0,4767580453","0,7366482505",4,"0,7366482505","0,03996933129","0,03996933129","0,03996933129","0,03996933129","0,03996933129",0,0,Traffic,4,actions:link_click,"0,4767580453",543,"1,545119705",839,completed,"0,1598773252",4,"0,03996933129","0,4767580453",0,"0,03996933129","0,2944333797","0,1905570026"
260,Audience Network,4/6/2017,162,NA,NA,162,NA,NA,NA,"0,140044256",NA,NA,"0,140044256",NA,NA,NA,0:00:00,0,162,164,162,155,"1,486920606","2,23890785","1,486920606","2,116040956",154,"2,102389078","0,140044256","0,1383363992","0,140044256","0,1463688353","0,1473192823",0,0,Traffic,162,actions:link_click,"1,486920606",7325,"1,487372014",10895,completed,"22,68716947",159,"0,1426866004","1,459385039",0,"0,140044256","3,097224501","2,082346899"
261,Audience Network,5/20/2017,1204,NA,NA,1204,NA,NA,NA,"0,1425398947",NA,NA,"0,1425398947",NA,NA,NA,0:00:00,0,1204,1127,1204,1126,"0,6321139065","1,291764571","0,6321139065","1,290618374",1125,"1,289472176","0,1425398947","0,1522786452","0,1425398947","0,1524138838","0,1525493628",0,0,Traffic,1204,actions:link_click,"0,6321139065",87245,"2,183185283",190472,completed,"171,6180332",1178,"0,1456859365","0,6184636062",0,"0,1425398947","1,967081588","0,9010144965"
262,Audience Network,3/26/2017,270,NA,NA,270,NA,NA,NA,"0,09107407407",NA,NA,"0,09107407407",NA,NA,NA,0:00:00,0,270,261,270,268,"1,534701302","2,14673466","1,534701302","2,204309919",261,"2,14673466","0,09107407407","0,09421455939","0,09107407407","0,09175373134","0,09421455939",0,0,Traffic,270,actions:link_click,"1,534701302",12158,"1,447030762",17593,completed,"24,59",271,"0,09073800738","1,540385381",0,"0,09107407407","2,022536601","1,397715"
263,Audience Network,4/2/2017,1699,NA,NA,1699,NA,NA,NA,"0,1421006277",NA,NA,"0,1421006277",NA,NA,NA,0:00:00,0,1699,1482,1455,1273,"2,098878292","3,753989564","2,131711962","3,818694504",1469,"3,721059831","0,1421006277","0,1629075348","0,1659305612","0,159474034","0,1643491944",0,0,Traffic,1699,actions:link_click,"2,098878292",39478,"2,050458483",80948,completed,"241,4289665",1691,"0,1427728957","2,088995404",0,"0,1421006277","6,115531854","2,982519229"
264,Facebook,4/30/2017,2804,38,45,2766,282,27,NA,"0,1068438383","7,883950597","6,657558282","0,1083116857","1,062376322","11,09593047",NA,0:00:00,0,2412,1797,2412,1784,"1,380139044","1,796874219","1,380139044","1,783875129",2943,"2,942794004","0,1242081769","0,1667168184","0,1242081769","0,1679316831","0,1017975272",0,0,Traffic,2412,actions:link_click,"1,380139044",100007,"1,747527673",174765,completed,"299,5901227",4717,"0,06351285196","2,699053014",0,"0,1242081769","2,995691528","1,714245545"
265,Facebook,4/30/2017,345,17,31,328,273,23,NA,"0,8695652174","17,64705882","9,677419355","0,9146341463","1,098901099","13,04347826",NA,0:00:00,0,1,1,1,1,"0,001032567168","0,002065603569","0,001032567168","0,002065603569",1360,"2,809220854",300,300,300,300,"0,2205882353",0,0,Veranstaltungszu-/absagen,573,actions:rsvp,"0,5916609875",48412,"2,000454433",96846,completed,300,1664,"0,1802884615","1,718191768",0,"0,5235602094","6,196810708","3,097701505"
266,Facebook,4/6/2017,3511,55,12,3456,220,22,NA,"0,2782804986","17,7644151","81,42023588","0,2827091524","4,441103775","44,41103775",NA,0:00:00,0,3202,2866,3202,2839,"1,838275397","2,89729074","1,838275397","2,869995956",3611,"3,650424586","0,3051351751","0,3409081753","0,3051351751","0,3441503454","0,2705740323",0,0,Traffic,3202,actions:link_click,"1,838275397",98920,"1,760867368",174185,completed,"977,0428305",4423,"0,2209004817","2,539254241",0,"0,3051351751","9,877100996","5,60922485"
267,Facebook,5/20/2017,1060,18,8,1042,170,22,NA,"0,4701716668","27,68788705","62,29774585","0,4782936342","2,931658628","22,65372576",NA,0:00:00,0,842,711,842,714,"0,7064291767","1,17317053","0,7064291767","1,178120617",1084,"1,788631301","0,5919025734","0,7009591657","0,5919025734","0,6980139591","0,459761962",0,0,Traffic,842,actions:link_click,"0,7064291767",60605,"1,966685917",119191,completed,"498,3819668",1385,"0,3598425753","1,162000487",0,"0,5919025734","8,223446363","4,181372476"
268,Facebook,3/26/2017,917,41,10,876,109,7,NA,"0,1911232279","4,274634146","17,526","0,2000684932","1,607889908","25,03714286",NA,0:00:00,0,750,731,750,721,"0,8433504627","1,071423337","0,8433504627","1,056766383",1710,"2,506339133","0,23368","0,239753762","0,23368","0,2430790569","0,1024912281",0,0,Traffic,750,actions:link_click,"0,8433504627",68227,"1,303457575",88931,completed,"175,26",1899,"0,0922906793","2,135363372",0,"0,23368","2,568777757","1,970741361"
269,Facebook,3/26/2017,32625,4,5,32621,87,3,1,"0,009195402299",75,60,"0,009196529843","3,448275862",100,300,0:00:04,"17,8",168,165,72,69,"0,1886114604","0,3289145819","0,1656962695","0,2419863926",440,"0,8771055517","1,785714286","1,818181818","4,166666667","2,51115942","0,6818181818",4300,"8,571713346",Videoaufrufe,32357,actions:video_view,"36,32679181",50165,"1,775580584",89072,completed,300,489,"0,6134969325","0,5489940722",0,"0,009271564113","5,980265125","3,368061793"
270,Facebook,4/2/2017,493,11,3,482,119,15,NA,"0,3617059502","16,21100304","59,44034448","0,3699606503","1,498496079","11,8880689",NA,0:00:00,0,345,302,207,186,"0,7507670881","1,151221744","0,7276689985","1,088865472",477,"1,818320436","0,5168725607","0,5904669982","0,8614542679","0,5830083586","0,3738386446",0,0,Traffic,345,actions:link_click,"0,7507670881",26233,"1,751724927",45953,completed,"178,3210335",601,"0,2967072104","1,307858029",0,"0,5168725607","6,797584472","3,880509073"
271,Facebook,3/10/2017,9447,NA,23,9447,11,1,NA,"0,01058537102",NA,"4,347826087","0,01058537102","9,090909091",100,NA,0:00:05,"20,51",117,109,NA,NA,"0,4090766057","0,3944701795",NA,NA,288,"1,042269832","0,8547008547","0,9174311927",NA,NA,"0,3472222222",2190,"7,925593515",Videoaufrufe,9295,actions:video_view,"32,49886368",27632,"1,035068037",28601,completed,100,333,"0,3003003003","1,164294955",0,"0,0107584723","3,618992472","3,496381245"
272,Audience Network,7/15/2017,465,NA,NA,465,NA,NA,NA,"0,1444094962",NA,NA,"0,1444094962",NA,NA,NA,0:00:00,0,465,417,465,414,"1,716120461","3,48022033","1,716057128","3,427719821",412,"3,43849107","0,1444094962","0,161032172","0,1444094962","0,160942029","0,1629864459",0,0,Traffic,465,actions:link_click,"1,716120461",11982,"2,261392088",27096,completed,"67,15041572",460,"0,1459791646","1,697667552",0,"0,1444094962","5,604274388","2,478240911"
273,Audience Network,3/27/2017,15,NA,NA,15,NA,NA,NA,"0,1266666667",NA,NA,"0,1266666667",NA,NA,NA,0:00:00,0,15,15,NA,NA,"2,080443828","2,678571429",NA,NA,14,"2,5","0,1266666667","0,1266666667",NA,NA,"0,1357142857",0,0,App-Installationen,NA,NA,NA,560,"1,2875",721,completed,"1,9",14,"0,1357142857","1,941747573",0,NA,"3,392857143","2,635228849"
274,Facebook,3/10/2017,1660,55,474,1605,537,50,5,"0,06024096386","1,818181818","0,2109704641","0,06230529595","0,1862197393",2,20,0:00:00,0,539,520,NA,NA,"1,523072141","1,56626506",NA,NA,3170,"9,548192771","0,185528757","0,1923076923",NA,NA,"0,03154574132",3490,"10,51204819",Interaktionen,1605,actions:post_engagement,"4,535307581",33200,"1,065933735",35389,completed,100,4297,"0,02327205027","12,14219108",0,"0,06230529595","3,012048193","2,825736811"
